Site,Name,Latitude,Longitude,Altitude (m),Transmitter,Height (m),Azimuth (°),Priority,
LK016,Meteor Ballymurragh East,52.412759,-9.13212,283,LK016 Meteor Ballymurragh East_1  ,21.5,100,Priority,
LK016,Meteor Ballymurragh East,52.412759,-9.13212,283,LK016 Meteor Ballymurragh East_2  ,21.5,260,Priority,
LK017,Foynes,52.60293,-9.110741,119,LK017 Foynes_1    ,13,45,Priority,
LK017,Foynes,52.60293,-9.110741,119,LK017 Foynes_2    ,13,240,Priority,
LK021,3IRL Glenagragara,52.517445,-9.272438,232,LK021 3IRL Glenagragara_1   ,10.5,10,Priority,
LK021,3IRL Glenagragara,52.517445,-9.272438,232,LK021 3IRL Glenagragara_2   ,10.5,210,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_1    ,19.1,0,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_2    ,19.1,0,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_3    ,19.1,120,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_4    ,19.1,120,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_5    ,19.1,240,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_6    ,19.1,240,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_7    ,18.9,315,Priority,
LK026,Kilcoman,52.524709,-9.080827,164,LK026 Kilcoman_8    ,22,155,Priority,
LS003,ESB Ballyouskill,52.8352,-7.29595,306,LS003 ESB Ballyouskill_1   ,28.5,100,Priority,
LS003,ESB Ballyouskill,52.8352,-7.29595,306,LS003 ESB Ballyouskill_2   ,28.5,220,Priority,
LS003,ESB Ballyouskill,52.8352,-7.29595,306,LS003 ESB Ballyouskill_3   ,28.5,315,Priority,
LS010,Towercom Cappard,53.11052944,-7.453881535,340,LS010 Towercom Cappard_1   ,34.6,50,Priority,
LS010,Towercom Cappard,53.11052944,-7.453881535,340,LS010 Towercom Cappard_2   ,32.25,140,Priority,
LS010,Towercom Cappard,53.11052944,-7.453881535,340,LS010 Towercom Cappard_3   ,36.5,335,Priority,
LS015,Cignal Ardlea,52.9566,-7.269486479,285,LS015 Cignal Ardlea_1   ,35.5,30,Priority,
LK020,Vodafone Boher,52.600878,-8.44239,100,LK020 Vodafone Boher_5   ,25.6,220,#N/A,
LK020,Vodafone Boher,52.600878,-8.44239,100,LK020 Vodafone Boher_6   ,25.6,220,#N/A,
LK027,3IRL Castleconnell,52.716121,-8.517668,50,LK027 3IRL Castleconnell_1   ,19.1,330,#N/A,
LK027,3IRL Castleconnell,52.716121,-8.517668,50,LK027 3IRL Castleconnell_2   ,19.1,330,#N/A,
LK027,3IRL Castleconnell,52.716121,-8.517668,50,LK027 3IRL Castleconnell_3   ,19.1,90,#N/A,
LK027,3IRL Castleconnell,52.716121,-8.517668,50,LK027 3IRL Castleconnell_4   ,19.1,90,#N/A,
LS015,Cignal Ardlea,52.9566,-7.269486479,285,LS015 Cignal Ardlea_2   ,35.5,275,Priority,
LS020,ESB Rathdowney,52.85699873,-7.602375791,98,LS020 ESB Rathdowney_1   ,21.1,80,Priority,
LS020,ESB Rathdowney,52.85699873,-7.602375791,98,LS020 ESB Rathdowney_2   ,21.1,305,Priority,
LS022,3irl Nealstown,52.987042,-7.69499,302,LS022 3irl Nealstown_1   ,27,100,Priority,
LS022,3irl Nealstown,52.987042,-7.69499,302,LS022 3irl Nealstown_2   ,25,270,Priority,
MH001,ESB Navan Abbeylands,53.6631,-6.69539,49,MH001 ESB Navan Abbeylands_1_L  ,18.5,335,Priority,
MH001,ESB Navan Abbeylands,53.6631,-6.69539,49,MH001 ESB Navan Abbeylands_1_R  ,18.5,335,Priority,
MH001,ESB Navan Abbeylands,53.6631,-6.69539,49,MH001 ESB Navan Abbeylands_2_L  ,18.5,95,Priority,
MH001,ESB Navan Abbeylands,53.6631,-6.69539,49,MH001 ESB Navan Abbeylands_2_R  ,18.5,95,Priority,
LM005,Cignal Dawn of Hope,54.20305576,-8.086967,266,LM005 Cignal Dawn of Hope_1 ,29.9,135,#N/A,
LM005,Cignal Dawn of Hope,54.20305576,-8.086967,266,LM005 Cignal Dawn of Hope_2 ,29.9,270,#N/A,
MH013,Towercom Fourknocks,53.598268,-6.317497,152,MH013 Towercom Fourknocks_1_L   ,20,60,#N/A,
MH013,Towercom Fourknocks,53.598268,-6.317497,152,MH013 Towercom Fourknocks_1_R   ,20,60,#N/A,
MH013,Towercom Fourknocks,53.598268,-6.317497,152,MH013 Towercom Fourknocks_2_L   ,20,180,#N/A,
MH013,Towercom Fourknocks,53.598268,-6.317497,152,MH013 Towercom Fourknocks_2_R   ,20,180,#N/A,
MH013,Towercom Fourknocks,53.598268,-6.317497,152,MH013 Towercom Fourknocks_3_L   ,20,300,#N/A,
MH013,Towercom Fourknocks,53.598268,-6.317497,152,MH013 Towercom Fourknocks_3_R   ,20,300,#N/A,
MO013,Vodafone Knock Airport,53.914632,-8.80567,207,MO013 Vodafone Knock Airport_1_L  ,7,10,#N/A,
MO013,Vodafone Knock Airport,53.914632,-8.80567,207,MO013 Vodafone Knock Airport_1_R  ,7,10,#N/A,
MO013,Vodafone Knock Airport,53.914632,-8.80567,207,MO013 Vodafone Knock Airport_2_L  ,7,180,#N/A,
MO013,Vodafone Knock Airport,53.914632,-8.80567,207,MO013 Vodafone Knock Airport_2_R  ,7,180,#N/A,
MH001,ESB Navan Abbeylands,53.6631,-6.69539,49,MH001 ESB Navan Abbeylands_3_L  ,18.5,225,Priority,
MH001,ESB Navan Abbeylands,53.6631,-6.69539,49,MH001 ESB Navan Abbeylands_3_R  ,18.5,225,Priority,
MH010,Cignal Rathmore,53.64151558,-6.829719843,70,MH010 Rathmore Cingal_1   ,29,0,Priority,
MO034,RTE Croagmoyle,53.925627,-9.373438,421,MO034 RTE Croagmoyle_1   ,35,30,#N/A,
MO034,RTE Croagmoyle,53.925627,-9.373438,421,MO034 RTE Croagmoyle_2   ,35,220,#N/A,
MO048,ESB Dalton,53.72056024,-8.980661281,69,MO048 ESB Dalton_1_L   ,22,25,#N/A,
MO048,ESB Dalton,53.72056024,-8.980661281,69,MO048 ESB Dalton_1_R   ,22,25,#N/A,
MO048,ESB Dalton,53.72056024,-8.980661281,69,MO048 ESB Dalton_2_L   ,22,145,#N/A,
MO048,ESB Dalton,53.72056024,-8.980661281,69,MO048 ESB Dalton_2_R   ,22,145,#N/A,
MH010,Cignal Rathmore,53.64151558,-6.829719843,70,MH010 Rathmore Cingal_2   ,29,90,Priority,
MH010,Cignal Rathmore,53.64151558,-6.829719843,70,MH010 Rathmore Cingal_3   ,29,280,Priority,
MH021,RTE Skreen,53.591687,-6.552337,120,MH021 RTE Skreen_1_L   ,27,0,Priority,
MH021,RTE Skreen,53.591687,-6.552337,120,MH021 RTE Skreen_1_R   ,27,0,Priority,
MH021,RTE Skreen,53.591687,-6.552337,120,MH021 RTE Skreen_2_L   ,26,120,Priority,
MH021,RTE Skreen,53.591687,-6.552337,120,MH021 RTE Skreen_2_R   ,26,120,Priority,
MH021,RTE Skreen,53.591687,-6.552337,120,MH021 RTE Skreen_3_L   ,26,240,Priority,
MH021,RTE Skreen,53.591687,-6.552337,120,MH021 RTE Skreen_3_R   ,26,240,Priority,
MN004,Cignal Carnroe,54.13018,-7.21723,182,MN004 Cignal Carnroe_1   ,18,10,Priority,
MN004,Cignal Carnroe,54.13018,-7.21723,182,MN004 Cignal Carnroe_2   ,18,10,Priority,
MN004,Cignal Carnroe,54.13018,-7.21723,182,MN004 Cignal Carnroe_3   ,18,130,Priority,
MN004,Cignal Carnroe,54.13018,-7.21723,182,MN004 Cignal Carnroe_4   ,18,130,Priority,
MN004,Cignal Carnroe,54.13018,-7.21723,182,MN004 Cignal Carnroe_5   ,18,240,Priority,
MN004,Cignal Carnroe,54.13018,-7.21723,182,MN004 Cignal Carnroe_6   ,18,240,Priority,
MO001,Towercom Kilbride,53.93756,-8.919304,122,MO001 Towercom Kilbride_1   ,32,0,Priority,
MO001,Towercom Kilbride,53.93756,-8.919304,122,MO001 Towercom Kilbride_2   ,32,90,Priority,
MO001,Towercom Kilbride,53.93756,-8.919304,122,MO001 Towercom Kilbride_3   ,32,220,Priority,
MO003,Towercom Ballina,54.109386,-9.165398,18,MO003 Towercom Ballina 1  ,80,0,Priority,
MO003,Towercom Ballina,54.109386,-9.165398,18,MO003 Towercom Ballina 2  ,80,120,Priority,
MO003,Towercom Ballina,54.109386,-9.165398,18,MO003 Towercom Ballina 3  ,80,240,Priority,
MO004,Towercom Castlebar,53.853255,-9.29629,41,MO004 Towercom Castlebar 1  ,54,0,Priority,
MO004,Towercom Castlebar,53.853255,-9.29629,41,MO004 Towercom Castlebar 2  ,54,120,Priority,
MO004,Towercom Castlebar,53.853255,-9.29629,41,MO004 Towercom Castlebar 3  ,57,240,Priority,
MO007,Towercom Ballinrobe,53.624328,-9.226107,34,MO007 Towercom Ballinrobe_1   ,76,120,Priority,
MO007,Towercom Ballinrobe,53.624328,-9.226107,34,MO007 Towercom Ballinrobe_2   ,76,220,Priority,
MO007,Towercom Ballinrobe,53.624328,-9.226107,34,MO007 Towercom Ballinrobe_3   ,76,340,Priority,
OY006,ESB Birr,53.089965,-7.890391,69,OY006 ESB Birr_1   ,24.4,140,Priority,
OY006,ESB Birr,53.089965,-7.890391,69,OY006 ESB Birr_2   ,24.4,325,Priority,
OY007,3IRL Mucklagh,53.253187,-7.588653,79,OY007 3IRL Mucklagh_1_L   ,29.1,25,Priority,
OY007,3IRL Mucklagh,53.253187,-7.588653,79,OY007 3IRL Mucklagh_1_R   ,29.1,25,Priority,
OY007,3IRL Mucklagh,53.253187,-7.588653,79,OY007 3IRL Mucklagh_2_L   ,29.1,130,Priority,
OY007,3IRL Mucklagh,53.253187,-7.588653,79,OY007 3IRL Mucklagh_2_R   ,29.1,130,Priority,
OY007,3IRL Mucklagh,53.253187,-7.588653,79,OY007 3IRL Mucklagh_3_L   ,29.1,240,Priority,
OY007,3IRL Mucklagh,53.253187,-7.588653,79,OY007 3IRL Mucklagh_3_R   ,29.1,240,Priority,
OY008,Vodafone Corr Hill,53.314689,-7.812695,105,OY008 Vodafone Corr Hill_1  ,27.1,0,Priority,
OY008,Vodafone Corr Hill,53.314689,-7.812695,105,OY008 Vodafone Corr Hill_2  ,27.1,175,Priority,
OY010,3IRL Cloughjordan,52.961312,-8.041366,144,OY010 3IRL Cloughjordan_1_L   ,15,10,Priority,
OY010,3IRL Cloughjordan,52.961312,-8.041366,144,OY010 3IRL Cloughjordan_1_R   ,15,10,Priority,
OY010,3IRL Cloughjordan,52.961312,-8.041366,144,OY010 3IRL Cloughjordan_2_L   ,15,130,Priority,
OY010,3IRL Cloughjordan,52.961312,-8.041366,144,OY010 3IRL Cloughjordan_2_R   ,15,130,Priority,
OY010,3IRL Cloughjordan,52.961312,-8.041366,144,OY010 3IRL Cloughjordan_3_L   ,15,250,Priority,
OY010,3IRL Cloughjordan,52.961312,-8.041366,144,OY010 3IRL Cloughjordan_3_R   ,15,250,Priority,
OY016,RTE Tullamore,53.278362,-7.371769,74,OY016 RTE Tullamore_1   ,39,80,Priority,
OY016,RTE Tullamore,53.278362,-7.371769,74,OY016 RTE Tullamore_2   ,41,275,Priority,
RN001,3IRL Slieve Flynn,53.7398,-8.58232,147,RN001 3IRL Slieve Flynn_1  ,24,130,Priority,
RN001,3IRL Slieve Flynn,53.7398,-8.58232,147,RN001 3IRL Slieve Flynn_2  ,24,235,Priority,
RN001,3IRL Slieve Flynn,53.7398,-8.58232,147,RN001 3IRL Slieve Flynn_3  ,24,355,Priority,
RN008,ISM Slieve Bawn,53.72851614,-8.067516442,248,RN008 ISM Slieve Bawn 1 ,45,10,Priority,
RN008,ISM Slieve Bawn,53.72851614,-8.067516442,248,RN008 ISM Slieve Bawn 2 ,45,190,Priority,
RN008,ISM Slieve Bawn,53.72851614,-8.067516442,248,RN008 ISM Slieve Bawn 3 ,45,280,Priority,
RN012,Vodafone Ballaghadreen,53.931883,-8.600776,196,RN012 Vodafone Ballaghadreen_1   ,18,117,Priority,
RN012,Vodafone Ballaghadreen,53.931883,-8.600776,196,RN012 Vodafone Ballaghadreen_2   ,18,260,Priority,
RN017,RTE Coolderry,53.32051,-8.12555,92,RN017 RTE Coolderry_1   ,29.5,85,Priority,
RN017,RTE Coolderry,53.32051,-8.12555,92,RN017 RTE Coolderry_2   ,29.5,290,Priority,
RN019,Cignal Mount Kelly,53.57492974,-8.165845259,160,RN019 Cignal Mount Kelly_1  ,24,25,Priority,
RN019,Cignal Mount Kelly,53.57492974,-8.165845259,160,RN019 Cignal Mount Kelly_2  ,24,195,Priority,
SO001,Towercom Rathedmond,54.273187,-8.485378,7,SO001 Towercom Rathedmond_1   ,57,90,Priority,
SO001,Towercom Rathedmond,54.273187,-8.485378,7,SO001 Towercom Rathedmond_2   ,57,190,Priority,
SO001,Towercom Rathedmond,54.273187,-8.485378,7,SO001 Towercom Rathedmond_3   ,57,350,Priority,
MO048,ESB Dalton,53.72056024,-8.980661281,69,MO048 ESB Dalton_3_L   ,22,265,#N/A,
MO048,ESB Dalton,53.72056024,-8.980661281,69,MO048 ESB Dalton_3_R   ,22,265,#N/A,
OYxxx,Cignal Replacement Site Banagher,53.195304,-7.964504,84,OYxxx Cignal Replacement Site Banagher_1_L ,15,30,#N/A,
OYxxx,Cignal Replacement Site Banagher,53.195304,-7.964504,84,OYxxx Cignal Replacement Site Banagher_1_R ,15,30,#N/A,
OYxxx,Cignal Replacement Site Banagher,53.195304,-7.964504,84,OYxxx Cignal Replacement Site Banagher_2_L ,15,150,#N/A,
OYxxx,Cignal Replacement Site Banagher,53.195304,-7.964504,84,OYxxx Cignal Replacement Site Banagher_2_R ,15,150,#N/A,
OYxxx,Cignal Replacement Site Banagher,53.195304,-7.964504,84,OYxxx Cignal Replacement Site Banagher_3_L ,15,270,#N/A,
OYxxx,Cignal Replacement Site Banagher,53.195304,-7.964504,84,OYxxx Cignal Replacement Site Banagher_3_R ,15,270,#N/A,
RN004,ESB Carrick on Shannon,53.9377,-8.10782,49,RN004 ESB Carrick on Shannon_1_L ,26.5,15,#N/A,
RN004,ESB Carrick on Shannon,53.9377,-8.10782,49,RN004 ESB Carrick on Shannon_1_R ,26.5,15,#N/A,
RN004,ESB Carrick on Shannon,53.9377,-8.10782,49,RN004 ESB Carrick on Shannon_2_L ,26.5,135,#N/A,
RN004,ESB Carrick on Shannon,53.9377,-8.10782,49,RN004 ESB Carrick on Shannon_2_R ,26.5,135,#N/A,
SO007,Towercom Bralee,54.18701961,-8.640500829,239,SO007 Towercom Bralee_1   ,60,180,Priority,
RN004,ESB Carrick on Shannon,53.9377,-8.10782,49,RN004 ESB Carrick on Shannon_3_L ,26.5,255,#N/A,
RN004,ESB Carrick on Shannon,53.9377,-8.10782,49,RN004 ESB Carrick on Shannon_3_R ,26.5,255,#N/A,
SO007,Towercom Bralee,54.18701961,-8.640500829,239,SO007 Towercom Bralee_2   ,63,350,Priority,
SO011,ESB Tubbercurry,54.047309,-8.727228,98,SO011 ESB Tubbercurry_1   ,20,0,Priority,
SO011,ESB Tubbercurry,54.047309,-8.727228,98,SO011 ESB Tubbercurry_2   ,20,0,Priority,
SO011,ESB Tubbercurry,54.047309,-8.727228,98,SO011 ESB Tubbercurry_3   ,20,120,Priority,
SO011,ESB Tubbercurry,54.047309,-8.727228,98,SO011 ESB Tubbercurry_4   ,20,120,Priority,
SO011,ESB Tubbercurry,54.047309,-8.727228,98,SO011 ESB Tubbercurry_5   ,20,240,Priority,
SO011,ESB Tubbercurry,54.047309,-8.727228,98,SO011 ESB Tubbercurry_6   ,20,240,Priority,
SO012,Cignal Dunowla,54.205276,-8.821057,234,SO012 Cignal Dunowla_1   ,23,40,Priority,
SO012,Cignal Dunowla,54.205276,-8.821057,234,SO012 Cignal Dunowla_2   ,23,300,Priority,
SO013,RTE Truskmore Hill,54.37369,-8.371,643,SO013 RTE Truskmore Hill_1  ,29.1,85,Priority,
SO013,RTE Truskmore Hill,54.37369,-8.371,643,SO013 RTE Truskmore Hill_2  ,29.1,330,Priority,
SO017,Towercom Cashelgarren,54.368751,-8.51983,89,SO017 Towercom Cashelgarren_1   ,27,235,Priority,
SO017,Towercom Cashelgarren,54.368751,-8.51983,89,SO017 Towercom Cashelgarren_2   ,29.5,355,Priority,
TY001,ESB Tountinna,52.84723119,-8.392099622,451,TY001 ESB Tountinna_1   ,16.5,90,Priority,
TY001,ESB Tountinna,52.84723119,-8.392099622,451,TY001 ESB Tountinna_2   ,17.5,205,Priority,
TY001,ESB Tountinna,52.84723119,-8.392099622,451,TY001 ESB Tountinna_3   ,19.8,350,Priority,
TY005,Towercom Laghtseefin,52.62164226,-8.091802732,410,TY005 Towercom Laghtseefin_1   ,33.5,0,Priority,
TY005,Towercom Laghtseefin,52.62164226,-8.091802732,410,TY005 Towercom Laghtseefin_2   ,35,120,Priority,
TY005,Towercom Laghtseefin,52.62164226,-8.091802732,410,TY005 Towercom Laghtseefin_3   ,33.5,220,Priority,
TY017,RTE Kilduff,52.83521958,-7.909970097,445,TY017 RTE Kilduff 1  ,31,30,Priority,
TY017,RTE Kilduff,52.83521958,-7.909970097,445,TY017 RTE Kilduff 2  ,31,140,Priority,
TY017,RTE Kilduff,52.83521958,-7.909970097,445,TY017 RTE Kilduff 3  ,31,280,Priority,
TY020,Vodafone Kevanstown,53.004079,-8.241955,135,TY020 Vodafone Kevanstown_1   ,12,50,Priority,
TY020,Vodafone Kevanstown,53.004079,-8.241955,135,TY020 Vodafone Kevanstown_2   ,12,50,Priority,
TY020,Vodafone Kevanstown,53.004079,-8.241955,135,TY020 Vodafone Kevanstown_3   ,12,169,Priority,
TY020,Vodafone Kevanstown,53.004079,-8.241955,135,TY020 Vodafone Kevanstown_4   ,12,169,Priority,
TY020,Vodafone Kevanstown,53.004079,-8.241955,135,TY020 Vodafone Kevanstown_5   ,12,280,Priority,
TY020,Vodafone Kevanstown,53.004079,-8.241955,135,TY020 Vodafone Kevanstown_6   ,12,280,Priority,
TY022,Cignal Kilcoran,52.34932,-8.04057,221,TY022 Cignal Kilcoran_1   ,30.75,102.9,Priority,
TY022,Cignal Kilcoran,52.34932,-8.04057,221,TY022 Cignal Kilcoran_2   ,30.75,220,Priority,
TY023,Towercom Glengoole,52.609426,-7.623797,283,TY023 Towercom Glengoole_1   ,48,40,Priority,
TY023,Towercom Glengoole,52.609426,-7.623797,283,TY023 Towercom Glengoole_2   ,48,160,Priority,
TY023,Towercom Glengoole,52.609426,-7.623797,283,TY023 Towercom Glengoole_3   ,48,275,Priority,
TY028,Vodafone Kill Hill,52.53575,-7.78633,219,TY028 Vodafone Kill Hill_1  ,26,100,Priority,
TY028,Vodafone Kill Hill,52.53575,-7.78633,219,TY028 Vodafone Kill Hill_2  ,26,245,Priority,
TY029,3IRL Tinnakilly,52.4845,-7.65699,153,TY029 3IRL Tinnakilly_1   ,23,90,Priority,
TY029,3IRL Tinnakilly,52.4845,-7.65699,153,TY029 3IRL Tinnakilly_2   ,23,265,Priority,
TY032,Towercom Carrigadoon Hill,52.410589,-7.411299,272,TY032 Towercom Carrigadoon Hill_1  ,27,5,Priority,
TY032,Towercom Carrigadoon Hill,52.410589,-7.411299,272,TY032 Towercom Carrigadoon Hill_2  ,27,215,Priority,
WD006,ESB Dungarvan 110kV,52.108365,-7.654886,8,WD006 ESB Dungarvan 110kV_1  ,21,90,Priority,
WD006,ESB Dungarvan 110kV,52.108365,-7.654886,8,WD006 ESB Dungarvan 110kV_2  ,21,280,Priority,
WD011,Cignal Portlaw,52.26880369,-7.330736306,205,WD011 Cignal Portlaw_1   ,42.5,10,Priority,
WD011,Cignal Portlaw,52.26880369,-7.330736306,205,WD011 Cignal Portlaw_2   ,42.5,100,Priority,
WD011,Cignal Portlaw,52.26880369,-7.330736306,205,WD011 Cignal Portlaw_3   ,42.5,210,Priority,
WD013,Vodafone Crohaun,52.15874634,-7.601716167,449,WD013 Vodafone Crohaun_1   ,17.3,95,Priority,
WD013,Vodafone Crohaun,52.15874634,-7.601716167,449,WD013 Vodafone Crohaun_2   ,17.3,280,Priority,
WD031,PVT WLRFM Dungarvan,52.04212804,-7.624949486,225,WD031 PVT WLRFM Dungarvan_1  ,18,125,Priority,
WD031,PVT WLRFM Dungarvan,52.04212804,-7.624949486,225,WD031 PVT WLRFM Dungarvan_2  ,18,295,Priority,
WD032,Cignal Knockaun,52.15956,-8.030911,224,WD032 Cignal Knockaun_1   ,20,0,Priority,
WD032,Cignal Knockaun,52.15956,-8.030911,224,WD032 Cignal Knockaun_2   ,20,185,Priority,
WH001,ESB Athlone TC,53.424048,-7.935437,43,WH001 ESB Athlone TC 1 ,49,30,Priority,
WH001,ESB Athlone TC,53.424048,-7.935437,43,WH001 ESB Athlone TC 2 ,49,150,Priority,
WH001,ESB Athlone TC,53.424048,-7.935437,43,WH001 ESB Athlone TC 3 ,49,270,Priority,
WH021,3IRL Moate Knocknadomney,53.40596223,-7.755180521,141,WH021 3IRL Moate Knocknadomney_1  ,37,30,Priority,
WH021,3IRL Moate Knocknadomney,53.40596223,-7.755180521,141,WH021 3IRL Moate Knocknadomney_2  ,37,140,Priority,
WH021,3IRL Moate Knocknadomney,53.40596223,-7.755180521,141,WH021 3IRL Moate Knocknadomney_3  ,37,280,Priority,
WH022,ESB Mullingar,53.53851,-7.37249,113,WH022 ESB Mullingar_1   ,23.7,20,Priority,
WH022,ESB Mullingar,53.53851,-7.37249,113,WH022 ESB Mullingar_2   ,23.7,20,Priority,
WH022,ESB Mullingar,53.53851,-7.37249,113,WH022 ESB Mullingar_3   ,23.7,150,Priority,
WH022,ESB Mullingar,53.53851,-7.37249,113,WH022 ESB Mullingar_4   ,23.7,150,Priority,
WH022,ESB Mullingar,53.53851,-7.37249,113,WH022 ESB Mullingar_5   ,23.7,270,Priority,
WH022,ESB Mullingar,53.53851,-7.37249,113,WH022 ESB Mullingar_6   ,23.7,270,Priority,
WW005,ESB Fassaroe,53.198372,-6.155025,101,WW005 ESB Fassaroe_1   ,25,130,Priority,
WW005,ESB Fassaroe,53.198372,-6.155025,101,WW005 ESB Fassaroe_2   ,25,260,Priority,
WW011,Towercom Ballyguille,52.9676,-6.04831,168,WW011 Towercom Ballyguille_1   ,23.5,325,Priority,
WW011,Towercom Ballyguille,52.9676,-6.04831,168,WW011 Towercom Ballyguille_2   ,23.5,200,Priority,
WW012,ESB Blessington,53.18425242,-6.525522463,220,WW012 ESB Blessington_1   ,25,27,Priority,
WW012,ESB Blessington,53.18425242,-6.525522463,220,WW012 ESB Blessington_2   ,25,205,Priority,
WW027,Cignal Ballymanus Upper,52.9574,-6.303326,463,WW027 Cignal Ballymanus Upper_1_L  ,26.5,0,Priority,
WW027,Cignal Ballymanus Upper,52.9574,-6.303326,463,WW027 Cignal Ballymanus Upper_1_R  ,26.5,0,Priority,
WW027,Cignal Ballymanus Upper,52.9574,-6.303326,463,WW027 Cignal Ballymanus Upper_2_L  ,26.5,120,Priority,
WW027,Cignal Ballymanus Upper,52.9574,-6.303326,463,WW027 Cignal Ballymanus Upper_2_R  ,26.5,120,Priority,
WW027,Cignal Ballymanus Upper,52.9574,-6.303326,463,WW027 Cignal Ballymanus Upper_3_L  ,26.5,240,Priority,
RN018,Cignal Rockville,53.87653346,-8.095161615,81,RN018 Cignal Rockville_1_L   ,25,30,#N/A,
RN018,Cignal Rockville,53.87653346,-8.095161615,81,RN018 Cignal Rockville_1_R   ,25,30,#N/A,
RN018,Cignal Rockville,53.87653346,-8.095161615,81,RN018 Cignal Rockville_2_L   ,25,150,#N/A,
